transcription,count,intent,,
"I complained about a colleague's behaviour as she goes back on her word, is often absent and is irresponsible.  I found out that she was an alcoholic and was trying to fight againt her addiction.",1,EMOTION_SHAME,,
I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing.,1,EMOTION_GUILT,,
When I was at a party I met an old friend from an adult education course.  We had not met for 2 years but had both thought a lot about each other.  A wonderful experience.à,1,EMOTION_JOY,,
"When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time.",1,EMOTION_FEAR,,
When close relatives tried to dissuade me from studying Psychology because of its low status.,1,EMOTION_ANGER,,
I had a long discussion on politics with an acquaintance.  He was more knowledgeable than me and I failed to explain my point of view and was misunderstood so I felt depressed and left.,1,EMOTION_SADNESS,,
When I read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was unconscious.,1,EMOTION_DISGUST,,
My mother revealed personal details about me and the negative aspects of my character to other people when I was present but unable to defend myself.,1,EMOTION_SHAME,,
I was unfaithful to my partner once when he was working abroad for a long period.,1,EMOTION_GUILT,,
When I recently got an appartment in central Gottenburg.,1,EMOTION_JOY,,
When I saw a large spider crawling up the wall.,1,EMOTION_FEAR,,
My employer took too many aspirins for a bad back and also drank an enormous amount of spirit.  This was dangerous  and he did not understand that he had done anything wrong.,1,EMOTION_ANGER,,
"When I left New York, and all my family and my friends behind me.",1,EMOTION_SADNESS,,
When I slept with a guy because my best friend wanted me to.  He had never had intercourse with anyone and had a terrible complex about it.,1,EMOTION_DISGUST,,
When I dated a close girlfriend's boyfriend a few times. He told me that it was over between them and I accepted it.  When she found out she finished our friendship.,1,EMOTION_SHAME,,
"When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else.",1,EMOTION_GUILT,,
When my son returned from mountaineering - healthy in body and soul.,1,EMOTION_JOY,,
When one meets new people with whom one is forced to collaborate with.,1,EMOTION_FEAR,,
The sports fishermen who catch gulls instead of fish with their hooks.   It is often a mistake but it makes me angry.,1,EMOTION_ANGER,,
I feel sad about an event I can not influence.,1,EMOTION_SADNESS,,
"When a member of the family complains about the food that is served, it disgusts me.",1,EMOTION_DISGUST,,
[ Cannot recall any incident when I felt shame.],1,EMOTION_SHAME,,
I have chosen to put my son in a private school were the examination marks are low.  Every time that he gives me his term results I am left with a sense of guilt.,1,EMOTION_GUILT,,
When I was informed that I had been accepted as a student of Psychology.,1,EMOTION_JOY,,
When I was in a little fishing boat and we ran into hard weather in the open sea.,1,EMOTION_FEAR,,
When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time.,1,EMOTION_ANGER,,
I felt sad and depressed when I heard that our cat had died.,1,EMOTION_SADNESS,,
"When I was working as a nurse in a mental hospital, a patient ate up the contents of another patient's spitoon.",1,EMOTION_DISGUST,,
"At primary school, when I vomited in front of others in the middle  of a lesson.",1,EMOTION_SHAME,,
I arrived an hour late for an important meeting ( I had misunderstood the time).,1,EMOTION_GUILT,,
When I was acceptted as a student of psychology.,1,EMOTION_JOY,,
When my son has a pain in his leg (for no apparent reason).,1,EMOTION_FEAR,,
"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.",1,EMOTION_ANGER,,
When I thought that it was going to be impossible for me to start studying (due to wrong information from the student advisor).,1,EMOTION_SADNESS,,
"At a certain person's lack of cleanliness, at home and personally.",1,EMOTION_DISGUST,,
"When I made the same mistake that I had accused someone else of, and this was obvious to a third pereson.",1,EMOTION_SHAME,,
When I lost something that was valuable to my sister.,1,EMOTION_GUILT,,
When my son was born.,1,EMOTION_JOY,,
When I nearly drowned in icy water wearing ice skates.  It was difficult to get out.,1,EMOTION_FEAR,,
When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.,1,EMOTION_ANGER,,
When I was accused of neglecting work for the wrong reasons.,1,EMOTION_SADNESS,,
"My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction.",1,EMOTION_DISGUST,,
When I was caught stealing money from my father.,1,EMOTION_SHAME,,
I stole a coconut cake from a reception table and when I put in my mouth I realized that the host was watching me.,1,EMOTION_GUILT,,
"When after 10 months of national service I was ""downgraded"" and did not have to do the remaining 5 months.",1,EMOTION_JOY,,
When I was reprimanded by the manager of the hotel where I worked during Autumn 1984.,1,EMOTION_FEAR,,
When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.,1,EMOTION_ANGER,,
When my ex-girlfriend and I discovered that there was a certain risk of her being pregnant.,1,EMOTION_SADNESS,,
When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel).,1,EMOTION_DISGUST,,
When my mother caught me masturbating.,1,EMOTION_SHAME,,
"As the only person in my family into academics, I ought to have looked after my younger (and only) sister better, with respect to her education and life experiences.",1,EMOTION_GUILT,,
When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday.,1,EMOTION_JOY,,
Slept in a chapel and in the middle of the night I realized that there was someeone else in the chapel.  I never discovered who it was and why he was there.,1,EMOTION_FEAR,,
"When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry.",1,EMOTION_ANGER,,
I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.,1,EMOTION_SADNESS,,
A mother who shouts at her child for nothing.,1,EMOTION_DISGUST,,
"When I complained to my mother about how untidy the kitchen loooked, she boxed my ears ( this had never happened before).",1,EMOTION_SHAME,,
"As I could not be home before midnight I called home at 11.30 and asked them to leave the door open so that I could get in.  I actually woke up the whole family by calling them so late.  My mother could not go back to sleep, besides she had a conference   the next day and really needed to sleep.",1,EMOTION_GUILT,,
When I got through the first day here at the department.,1,EMOTION_JOY,,
When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.,1,EMOTION_FEAR,,
When my boyfriend sat up half the night playing computer games with a friend.,1,EMOTION_ANGER,,
When I had to leave my mother and my sister after a week's visit.,1,EMOTION_SADNESS,,
When I saw a big spider from very close.,1,EMOTION_DISGUST,,
When I asked a friend to return the money that I had loaned her and then remembered that she had repayed me in several ways.,1,EMOTION_SHAME,,
When one of my parents insinuates something about the other (they are divorced).,1,EMOTION_GUILT,,
When i was asked to be a child's godmother.,1,EMOTION_JOY,,
On the way down a ski slope which was difficult and steep.,1,EMOTION_FEAR,,
When my mother interfered in my life.,1,EMOTION_ANGER,,
When I was left alone one week-end without being prepared for it.,1,EMOTION_SADNESS,,
The first time that I saw a surgeon cut off a leg and put it in a black rubbish bag.,1,EMOTION_DISGUST,,
When I forgot about a meeting at work.,1,EMOTION_SHAME,,
When I demand too much from my friends.,1,EMOTION_GUILT,,
When my husband suddenly came to see me at my new job and brought some flowers and cake with him.,1,EMOTION_JOY,,
When I was nearly attackad by a man who had been chasing me.,1,EMOTION_FEAR,,
"When my father asked me if I was a communist, at the same time he made it clear that I should no longer see myself as his daughter.",1,EMOTION_ANGER,,
"When I applied for a job which I thought I had a good chance of getting, I was not even granted an interview and did not get the job.",1,EMOTION_SADNESS,,
T.V features showing the violation of defenceless people.,1,EMOTION_DISGUST,,
When I as a child of 9 or 10 I was playing doctor with the neighbours boys their mother caught us.,1,EMOTION_SHAME,,
When my husband talked about the restrictions he will have to accept in his life to make our marriage work.  I felt that it was directed at me as it was me who had demanded the changes.  We were with a marriage counsellor then.,1,EMOTION_GUILT,,
When we were able to afford a new sofa - a leather one which cost SEK 20000.  I had waited for it for 2-3 years.,1,EMOTION_JOY,,
Vertigo - standing on a ladder and painting the house.,1,EMOTION_FEAR,,
When my boss enrolled in a course to satisfy his own ends - to trample on his associates.  I have the misfortune to have one of my superiors in my course.,1,EMOTION_ANGER,,
When I argue with my mother about the way she treats her two children differently.,1,EMOTION_SADNESS,,
Spit and vomit.,1,EMOTION_DISGUST,,
Spots on the seat covers of my husband's car.,1,EMOTION_SHAME,,
Not speaking to my sister-in-law due to lack of interest in a relationship on my side.,1,EMOTION_GUILT,,
"When I recently managed to get my first consulting assignment ""myself"" i.e on my own initiative.",1,EMOTION_JOY,,
I was within a hair's breadth of knocking down a drunkard who suddenly ran into the street.  The fear came later when I     realized what could have happened.,1,EMOTION_FEAR,,
"When my friend, as usual, forgot the tickets at home for a performance.  We missed it.",1,EMOTION_ANGER,,
"The elections of 1982 and 1985.  The thought of what a social democrat and communist majority could achieve, especially ""worker share"" funds and its extension.",1,EMOTION_SADNESS,,
"A study visit to a chicken factory : the butchery, the smell, the environment and the noise.",1,EMOTION_DISGUST,,
Confession to my parents about my involvement in a moped theft.,1,EMOTION_SHAME,,
"[ No answer as I see very little difference between shame and guilt.  Therefore see answer for ""shame"".]",1,EMOTION_GUILT,,
When I was appointed to position of trust in a group set up to change the working environment.,1,EMOTION_JOY,,
I was alone in a cottage I often stay in.  I was woken up by a rustling sound in the middle of the night.,1,EMOTION_FEAR,,
"When I tried to explain to a plumber, face to face, that the toilet was broken and he did not believe it (it had been mended ten times).",1,EMOTION_ANGER,,
When the result of a project work was treated nonchalantly intead of being criticized by the teacher.,1,EMOTION_SADNESS,,
When programmes on violence or pornography are shown on T.V.,1,EMOTION_DISGUST,,
When I talked maliciously about a colleague at work to someone else.  Immediately afterwards I felt ashamed.,1,EMOTION_SHAME,,
When I decided to take a week s holiday without consulting the family first.,1,EMOTION_GUILT,,
After my girl and I talked things over our relationship changed and became positive.  A diificult time turned into pleasant one.,1,EMOTION_JOY,,
When we could not land our plane and we knew that the fuel was running out.  Bad weather had already frightened us.,1,EMOTION_FEAR,,
When I read about Reagan's tactical decision concerning the South African boycott.,1,EMOTION_ANGER,,
When my half brother became seriously ill with cancer and died later.,1,EMOTION_SADNESS,,
A film were a woman was attacked and raped.  One did not see the worst but it had the desired effect - very strong.,1,EMOTION_DISGUST,,
I made a comment and it was interpreted completely differently from what I had meant.  When I said it I realized how my mother had understood it.,1,EMOTION_SHAME,,
I had promised to visit my girlfriend but for different reasons could not make it.  I rang up later to tell her that I could not come.,1,EMOTION_GUILT,,
"When I was offered a high position of trust, which I later accepted.",1,EMOTION_JOY,,
I had the window open and the door was shut so that the kitten would not go out.  My partner came in and started talking about something and I forgot about the window and suddenly I saw the kitten hanging from the window frame. I was rigid with fright till I got hold of her.,1,EMOTION_FEAR,,
Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.,1,EMOTION_ANGER,,
When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.,1,EMOTION_SADNESS,,
When my cat vomited and a worm came out which was still alive.  I was forced to wipe it up.,1,EMOTION_DISGUST,,
When I was a child it was found out that I had taken off my clothes outdoors.  It was summer and my friend and I were out in the woods.  It had felt exciting at that time.  My parents discovered that my trousers were back to front and I felt ashamed.,1,EMOTION_SHAME,,
When I stole money from my mother and she asked me later if I was responsible.  I never admitted it.,1,EMOTION_GUILT,,
"[ Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth.]",1,EMOTION_JOY,,
"When my relationship with my family is very poor I often fear being excluded from the group, a fear which is stronger in situations when an argument is on hand.",1,EMOTION_FEAR,,
"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",1,EMOTION_ANGER,,
"When I watched the T.V programme called ""The living planet"" and saw the far reaching environmental destruction caused by man.",1,EMOTION_SADNESS,,
"Disgust is a feeling that I have never experienced with peoplie but , on the other hand, it has been with repulsive animals, i;e snakes on T.V.",1,EMOTION_DISGUST,,
"When relatives have acted strangely, and unfriendly towards me.",1,EMOTION_SHAME,,
"When ,due to hunger and tiredness, I became generally irritated with my fiancee and made cutting remarks which really hurt him.  Later I realized that my unfounded irritation had hurt the person I love most on earth.",1,EMOTION_GUILT,,
"On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000.",1,EMOTION_JOY,,
"A rainy day, I was cycling downhill and a car door suddenly opened and while trying to avoid it the back wheels of my bike got caught in the tram tracks.  I somersaulted but had no injuries.",1,EMOTION_FEAR,,
On the way home from Marstrand I was driving behind my father's car.  Another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar.  The other car drove off without even seeing what had happened.,1,EMOTION_ANGER,,
My girlfriend who had spent 6 months abroad broke off our relationship by letter.,1,EMOTION_SADNESS,,
At the police centre a man between 40-50 was brought in.  He was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers.,1,EMOTION_DISGUST,,
A customer at the shop where I worked came in and asked if the goods that he had ordered had arrived.  I had totally forgotten about this order and I tried to offer weak excuses.,1,EMOTION_SHAME,,
I was 4-5 years old when I hid the bicycle keys of a not very good friend.  After a few hours I pretended that I had found it.,1,EMOTION_GUILT,,
When I was at the end-of-term party last week and had fun - was happy and sang and drank only soft drinks.  It is possible to have a good time without alcohol.,1,EMOTION_JOY,,
Last Summer I was walking along the beach in a bikini and an awful man came cycling after me.  He was shouting and I ran as fast as my legs could carry me.,1,EMOTION_FEAR,,
In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks.,1,EMOTION_ANGER,,
When I crashed my car and it had to be scrapped then.  It was my fault and I feel depressed as I miss the car.,1,EMOTION_SADNESS,,
"I had some sort of a stomach virus last week and  I vomited in college in the morning, then in the cake shop, three times during the trip home and again when I got home.",1,EMOTION_DISGUST,,
When I was an evening school teacher it was my job to make the coffee but I was not able to get the coffee ready on time and I thus arrived half an hour late to the class.  On top of this the coffee was undrinkable.,1,EMOTION_SHAME,,
Many years ago a friend wanted me to with her to southern Europe and I preferred to travel alone.  I felt guilty because I wanted to go on my own.,1,EMOTION_GUILT,,
When I felt that my love was returned.,1,EMOTION_JOY,,
When I was convinced that someonne had broken into my flat and I woke up and heard sounds that frightened me.,1,EMOTION_FEAR,,
"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him.  I understood that one could not trust him and I was forced to hide this for a while.",1,EMOTION_ANGER,,
When I feel helpless after having tried to help someone without any result.,1,EMOTION_SADNESS,,
When I think now about the way my father behaved when filing a divorce.,1,EMOTION_DISGUST,,
"When as an 8 year old, I wet myself in school.",1,EMOTION_SHAME,,
"When as a 7 year old, I stole money from my mother.",1,EMOTION_GUILT,,
When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.,1,EMOTION_JOY,,
Every time I meet a certain dog that has once bitten me.,1,EMOTION_FEAR,,
When after a lot of provocation my child threw a plate on the floor.,1,EMOTION_ANGER,,
When I realized that I could not communicate properly with my closest friend.,1,EMOTION_SADNESS,,
When I tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk.,1,EMOTION_DISGUST,,
When I stole a packet of cigarettes from a neighbour  and the next day I owned up and returned it.,1,EMOTION_SHAME,,
When I was forced to decline the invitation to my mother's 70th birthday because of my work committments in another area.,1,EMOTION_GUILT,,
"When I began dansing, the teacher came and told me that I was very good and would soon get into the ballet academy.",1,EMOTION_JOY,,
"A late Saturday night I found myself locked in the central underground station of Stockholm with a group of 50 hard rockers who were drunk and equipped with various kinds of chains, etc.",1,EMOTION_FEAR,,
"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord.  The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected.",1,EMOTION_ANGER,,
Whenever I read or think about the way people treat animals and nature.,1,EMOTION_SADNESS,,
When I saw a T.V programme on animals in the film world (mistreated and used).,1,EMOTION_DISGUST,,
When I was 13 years old I wrote passionate love letters to my boyfriend and I later found out that his sister had read them.,1,EMOTION_SHAME,,
"When I ""hated"" one of mmy flatmates who was nice to me.",1,EMOTION_GUILT,,
When my 6 month old son is happy and well.,1,EMOTION_JOY,,
A four year girl ran away from her father straight in front of my car.  I was forced to use the emergency brakes.,1,EMOTION_FEAR,,
[ After an examine I had been satisfied with.],1,EMOTION_ANGER,,
When a colleague failed to contact me at the arranged time.,1,EMOTION_SADNESS,,
When I read racist slogans on the walls.,1,EMOTION_DISGUST,,
About Sweden's arms exports.,1,EMOTION_SHAME,,
Not doing something I had promised.,1,EMOTION_GUILT,,
When I gave birth to a healthy boy.,1,EMOTION_JOY,,
When my husband and I spent a night by ourselves in a house which was in an area on the outskirts of a large town with which we were  not familiar.  We  heard strange noises outside the house and the  house had glass walls so the whole thing was even more frightening.,1,EMOTION_FEAR,,
Jealous of my husband's old girlfriend.  We met her with her husband and there was a lot of reminiscing.,1,EMOTION_ANGER,,
When my daughter had problems with her friends and I could see her predicament from the window.  She was given a the cold shoulder.,1,EMOTION_SADNESS,,
"When I was an auxiliary nurse at the hospital and I had to change the nappies, for the first time, of a very old and sick woman.",1,EMOTION_DISGUST,,
When friends found out that I had been lying about where I had been on a particular occasion.,1,EMOTION_SHAME,,
When my middle child became very difficult to handle after the birth of his baby brother and I did not have any patience with him.,1,EMOTION_GUILT,,
When my husband and I decided to take a few days holiday after a particularly trying period.,1,EMOTION_JOY,,
Before a hospital visit prior to a D&C under anasthesia for an expected miscarriage.,1,EMOTION_FEAR,,
Exchange of points of view with my sister on a family matter.,1,EMOTION_ANGER,,
Treatment to become pregnant with a negative result.,1,EMOTION_SADNESS,,
"When I woke up one morning and went to the kitchen I discovered that our dog had diarrhoea.  There were small ""piles"" all over the floor and the smell was choking.",1,EMOTION_DISGUST,,
"When I was young, about 6 or 7, I did not make it to the toilet on time.  I hid the dirty trousers in the cellar as I feared itbeing discovered by my parents.",1,EMOTION_SHAME,,
At work a boy was injured because of my lack of supervision.,1,EMOTION_GUILT,,
When I gave birth to a child and saw that it was normal when it was put against my breast.,1,EMOTION_JOY,,
During labour when the foetal sounds became faint and there was a big alert for a forceps delivery.,1,EMOTION_FEAR,,
"At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price.  After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied.  The assistant said ""You will have to get it another time.""",1,EMOTION_ANGER,,
When I first heard that Tage Dannielsson had died.,1,EMOTION_SADNESS,,
The lift of Stockholm central station stank of vomit and urine.,1,EMOTION_DISGUST,,
On the train a drunk person touched my baby and I reacted very disapprovingly.  I felt ashamed later as the person had not been aggressive though he could have been.,1,EMOTION_SHAME,,
I get irritated with my son when he screams or is sick all over his clean clothes.,1,EMOTION_GUILT,,
The high school entrance exam.,1,EMOTION_JOY,,
"A gang of screaming and drunk youths ""captured"" a tram.",1,EMOTION_FEAR,,
An unjust refree decision at a sports event when I was the team leader.,1,EMOTION_ANGER,,
When my girlfriend left me.,1,EMOTION_SADNESS,,
I was dominated by a certain person and even though I knew it I could not change my own reactions.,1,EMOTION_DISGUST,,
When I was given detention at secondary school.,1,EMOTION_SHAME,,
When I splashed a child by not slowing down while driving through a puddle of water.,1,EMOTION_GUILT,,
"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title.",1,EMOTION_JOY,,
I was teaching someone to drive and when we were about to crash I was scared.,1,EMOTION_FEAR,,
A drummer who had borrowed my drums destroyed both the drumskin and the sticks.  He did not repair them nor did he tell me about it.,1,EMOTION_ANGER,,
When my dad gives priority to my kid brother's band and his other activities.  We both play in different bands and rehearse in my parents garage.,1,EMOTION_SADNESS,,
A friend unjustly put the blame on me to relieve his conscience and also spread lies for the same purpose.,1,EMOTION_DISGUST,,
"My behaviour at a recent party.  I passed out early, luckily.",1,EMOTION_SHAME,,
When I was face to face with my deceived friend after sleeping with his wife.,1,EMOTION_GUILT,,
"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi.",1,EMOTION_JOY,,
"When I missed crashing, by a hair's breadth, into a man who came out 20 metres ahead of me when I was driving at 110km/h.",1,EMOTION_FEAR,,
When I told off a computer teacher who did not want to teach me beacause of prejudice.,1,EMOTION_ANGER,,
When I could not do anything because of a bad back.,1,EMOTION_SADNESS,,
When I discovered that the house we had hired in Tonga was full of cockroaches.,1,EMOTION_DISGUST,,
When I excreted on the mat instead of the potty.,1,EMOTION_SHAME,,
When I pulled a chair from under someone at kindergarten and he hit his head.,1,EMOTION_GUILT,,
When I passed the driving test three weeks ago and got my licence.,1,EMOTION_JOY,,
When the car I was driving skidded on an icy road and landed in   a ditch with one side against a rock.,1,EMOTION_FEAR,,
[ No response.],1,EMOTION_ANGER,,
[ No response.],1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
When I met friends I had not seen for the last 2-4 years.,1,EMOTION_JOY,,
When a guy chased me when I was out jogging.,1,EMOTION_FEAR,,
[ No response.],1,EMOTION_ANGER,,
[ No reponse.],1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
[ No response.],1,EMOTION_JOY,,
[ No response.],1,EMOTION_FEAR,,
When the morning newspaper has not arrived.,1,EMOTION_ANGER,,
[ No response.],1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling.",1,EMOTION_JOY,,
A reoccurring fear that something will happen to my relatives.,1,EMOTION_FEAR,,
"When I argue with my boyfriend, I feel as though he feels superior to me.",1,EMOTION_ANGER,,
When I failed an exam last Summer.  I had worked very hard for it and I was very disappointed thinking that it was hopeless to continue at college.  I did overreact.,1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
When I argue with my sister.  It feels sometimes that I have the upper hand and I use it.  I often argue better and this makes her terribly angry.,1,EMOTION_GUILT,,
I was very happy when I got an attractive Summer job.,1,EMOTION_JOY,,
The birth of my child.,1,EMOTION_JOY,,
"When I have to leave the baby in the carriage and go shopping, I fear that something will happen to the baby.",1,EMOTION_FEAR,,
When during Winter the water pipes froze and we did not have any water for two days.,1,EMOTION_ANGER,,
I did not quite succeed in breast feeding my baby.,1,EMOTION_SADNESS,,
The smell of garlic in rush-hour bus.,1,EMOTION_DISGUST,,
"I fell on the ground while crossing the street.  My cap covered my eyes and I felt quite ""difficult"".",1,EMOTION_SHAME,,
"I have a two-month old baby.  When I came here, to the university, to attend lectures, I had to leave the baby with his father.  I felt guilty.",1,EMOTION_GUILT,,
"During the Christmas holidays, I met some of my old friends, after not having seen them for six months.",1,EMOTION_JOY,,
"We were driving a car of a friend of mine when we turned in the wrong direction towards an unknown district, and nearly drove down a precipice.",1,EMOTION_FEAR,,
When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching.,1,EMOTION_ANGER,,
"My grandfather died, when I was an exchange student in the USA.",1,EMOTION_SADNESS,,
"I happened to see the video-tape movie ""This is America - Part one"" at my friend's place.",1,EMOTION_DISGUST,,
"I insulted a couple of good friends of mine and even tried to hit them when I was drunk.  The next day, I was ashamed of course.",1,EMOTION_SHAME,,
I stole carrots and got caught.  I had to apologize to the owner.,1,EMOTION_GUILT,,
"In the underground's escalator, a youngish bum asked me for money.  Although I did not give him anything, the fellow told me that I was really good-looking.  A man who was in front of me also turned to look at me.",1,EMOTION_JOY,,
I was afraid of moving away from home and moving to Helsinki for my studies.,1,EMOTION_FEAR,,
"In the student kitchen that we share, somebody drank from my juice pot (one litre) so that I only got one glass out of the whole pot.",1,EMOTION_ANGER,,
My father gave money to my brother but not to me.,1,EMOTION_SADNESS,,
"During the week-end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick.",1,EMOTION_DISGUST,,
I was wearing slippery shoes and I tumbled down in a place where there were many people walking by.,1,EMOTION_SHAME,,
"I ate a Runeberg's cake, though I knew that I would immediately put on a kilo.",1,EMOTION_GUILT,,
"At about nine p.m., I went home by bike on a dark cycle-track; because of lack of time I had to take the short-cut.",1,EMOTION_FEAR,,
Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone.,1,EMOTION_FEAR,,
I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.,1,EMOTION_ANGER,,
When my grandmother died. I had lived with her for ten years.,1,EMOTION_SADNESS,,
"When I went home by train from Sicilia, I was molested by a man.",1,EMOTION_DISGUST,,
I lied to someone and some time later this person found out that I had not told him the truth.,1,EMOTION_SHAME,,
I had to decline an appointment which had been very important for the other person. For this reason we even got into trouble.,1,EMOTION_GUILT,,
"A person with whom I had been on bad terms, gave me a present. We became reconciled.",1,EMOTION_JOY,,
"A friend's father had died, I was to come and see this friend although I did not know his family.",1,EMOTION_FEAR,,
I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted.,1,EMOTION_ANGER,,
My boy-friend an I seperated on his initiative.,1,EMOTION_SADNESS,,
"A friend's boy-friend treated her very badly, let her serve him, provoked her and just utilized her.",1,EMOTION_DISGUST,,
I had lied to a person because I had thought that I could not tell him the truth. When he found out he was not angry but understanding. We talked the whole thing over.,1,EMOTION_SHAME,,
I had told a person unpleasant things in a bad manner. He was very depressed and caused an accident.,1,EMOTION_GUILT,,
After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love. I realized that my decision was right - and was very glad.,1,EMOTION_JOY,,
After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again.,1,EMOTION_FEAR,,
"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence.",1,EMOTION_ANGER,,
"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad.",1,EMOTION_SADNESS,,
It was in a tramway-carriage: A stranger insulted a girl just because she blew her nose. I detested his behaviour.,1,EMOTION_DISGUST,,
"Quite recently I realized that I had had some erroneous views about life. For instance, I had always lived for other people, had forgotten my own person and suppressed my own feelings. I was ashamed because I had not been concious of that until I had a conversation about it with a person.",1,EMOTION_SHAME,,
I had a quarrel with near persons. I said many ill-considered things and I regretted it when it was to late.,1,EMOTION_GUILT,,
In summer when I was sailing with friends in Greece I felt joy.,1,EMOTION_JOY,,
I was riding with a friend in his car. At a speed of 120 km/h on the snow-covered motorway I would have liked to get out.,1,EMOTION_FEAR,,
Meeting a male friend with whose wife I was having an affair.,1,EMOTION_GUILT,,
"Walking along the beach with a friend (another girl), talking, picking up shells, laughing, chasing seagulls.",1,EMOTION_JOY,,
"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross.",1,EMOTION_FEAR,,
"A friend suggested in a round-about way that the reason we were late for something was because of me, and that I'm often late. I know this was partly true, but felt it unjustified that particular time and I felt I couldn't do  anything about it anyway (i.e. being late).",1,EMOTION_ANGER,,
Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc.,1,EMOTION_SADNESS,,
I came across a group of people with the same basic ideas/beliefs who were all fighting and going against what they would say was good.,1,EMOTION_DISGUST,,
"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard.",1,EMOTION_SHAME,,
I had wasted some time instead of doing something I needed to do to give to a friend. (Also in the time I wasted I had done some things I did not consider morally right).,1,EMOTION_GUILT,,
On meeting an old friend of mine.,1,EMOTION_JOY,,
When my brother was very late in arriving home from work.,1,EMOTION_FEAR,,
During a fight with my best friend.,1,EMOTION_ANGER,,
When my dog died.,1,EMOTION_SADNESS,,
During a movie in which I saw the effect of white settlers in Africa.,1,EMOTION_DISGUST,,
When I got a bad result for one of my assignments.,1,EMOTION_SHAME,,
